Key,Item Type,Publication Year,Author,Title,Publication Title,ISBN,ISSN,DOI,Url,Abstract Note,Date,Date Added,Date Modified,Access Date,Pages,Num Pages,Issue,Volume,Number Of Volumes,Journal Abbreviation,Short Title,Series,Series Number,Series Text,Series Title,Publisher,Place,Language,Rights,Type,Archive,Archive Location,Library Catalog,Call Number,Extra,Notes,File Attachments,Link Attachments,Manual Tags,Automatic Tags,Editor,Series Editor,Translator,Contributor,Attorney Agent,Book Author,Cast Member,Commenter,Composer,Cosponsor,Counsel,Interviewer,Producer,Recipient,Reviewed Author,Scriptwriter,Words By,Guest,Number,Edition,Running Time,Scale,Medium,Artwork Size,Filing Date,Application Number,Assignee,Issuing Authority,Country,Meeting Name,Conference Name,Court,References,Reporter,Legal Status,Priority Numbers,Programming Language,Version,System,Code,Code Number,Section,Session,Committee,History,Legislative Body
NB37YKHJ,report,,,"MMUCC Guideline: Model Minimum Uniform Crash Criteria, Fifth Edition (2017)",,,,,,,,9/13/2022 2:09,10/9/2022 16:21,,236,,,,,,,,,,,,,en,,,,,Zotero,,,,C:\Users\Quan\Zotero\storage\PBFM947L\MMUCC Guideline Model Minimum Uniform Crash Crite.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7AHHWEBL,report,,,Massachusetts Law Enforcement Crash Report Manual,,,,,,,,9/13/2022 2:05,10/9/2022 16:20,,186,,,,,,,,,,,,,en,,,,,Zotero,,,,C:\Users\Quan\Zotero\storage\DQ3FSP2I\Massachusetts Law Enforcement Crash Report Manual.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YZRFU6X4,document,,,Law Enforcement Officer’s Instruction Manual for Completing the Wisconsin Motor Vehicle Accident Report Form (MV4000),,,,,,,,9/13/2022 2:05,10/9/2022 16:20,,,,,,,,,,,,,,,en,,,,,Zotero,,,,C:\Users\Quan\Zotero\storage\ALGL3DGC\Law Enforcement Officer’s Instruction Manual.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VWPUZI7K,document,,,SAE J3016TM LEVELS OF DRIVING AUTOMATION,,,,,,,,10/5/2022 19:13,10/5/2022 19:13,,,,,,,,,,,,,,,,,,,,,,,,C:\Users\Quan\Zotero\storage\7VA7X9VX\sae-j3016-visual-chart_5.3.21.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7KTZWDYI,document,,,HYDRAULIC FRACTURING: Better for the Environment and the Economy,,,,,,,,10/5/2022 19:11,10/5/2022 19:11,,,,,,,,,,,,,,,,,,,,,,,,C:\Users\Quan\Zotero\storage\FYY5W7IS\API_FrackingBenefits_FINAL_.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4YV29FL2,document,,,Crash Report Manuals,,,,,,Crash report Manuals for 50 US States. Txt files are place holders for states with no traffic report manual online.,,10/5/2022 19:01,10/5/2022 19:03,,,,,,,,,,,,,,,,,,,,,,,,C:\Users\Quan\Zotero\storage\L5CKMP8Q\1_alabama_NA.txt; C:\Users\Quan\Zotero\storage\C7G8BS4E\2_Arizona_NA.txt; C:\Users\Quan\Zotero\storage\IEJ7T6VL\5_CA_CHP555_Manual_2_2003_ch1-13.pdf; C:\Users\Quan\Zotero\storage\JBMRCALC\6_20190902 DR3447 Manual V 1.01.pdf; C:\Users\Quan\Zotero\storage\R7NLB4T8\7_Investigator-Guide-V12_8_26_2014.pdf; C:\Users\Quan\Zotero\storage\YQEVHQPW\8_Florida_NA.txt; C:\Users\Quan\Zotero\storage\D2YW2JPF\9_Florida_CrashManualComplete.pdf; C:\Users\Quan\Zotero\storage\4GDNEF5V\10_GeorgiaUniformVehicleAccidentReport.pdf; C:\Users\Quan\Zotero\storage\J2WCMAIU\11_mvar_reference_manualdot1-174_revision1_rev06_2009_sub3_201.pdf; C:\Users\Quan\Zotero\storage\VF2ADCUC\12_ID_PAR_Manual_1996_sub1_16_07.pdf; C:\Users\Quan\Zotero\storage\P4BFRQAY\13_Illinois Traffic Crash Report SR 1050 Instruction Manual 20.pdf; C:\Users\Quan\Zotero\storage\V8TPETCK\14_crash_manual.pdf; C:\Users\Quan\Zotero\storage\3HDYBLRR\15_433014.pdf; C:\Users\Quan\Zotero\storage\RHZUV52V\15_InvestigatingOfficersCrashReportingGuide.pdf; C:\Users\Quan\Zotero\storage\XWD7YYP4\16_CrashCodingManual.pdf; C:\Users\Quan\Zotero\storage\4NQKIEQD\17_ky_ovl1.pdf; C:\Users\Quan\Zotero\storage\PL4X4YYM\18_Louisiana Crash Report Manual 2019 .pdf; C:\Users\Quan\Zotero\storage\5CCKGX9S\19_08.2010MaineCrashReportingManual1.pdf; C:\Users\Quan\Zotero\storage\6D3LI6HX\21_ma_ovl1.pdf; C:\Users\Quan\Zotero\storage\76GF25SS\22_2021 UD-10 Instruction Manual.pdf; C:\Users\Quan\Zotero\storage\2AAFXTA2\23_NA.txt; C:\Users\Quan\Zotero\storage\WEG8IPD8\24_ms_crash_report_instruction_manual_062009.pdf; C:\Users\Quan\Zotero\storage\PG8FZR83\25_SHP-2 STARS Statewide Manual.pdf; C:\Users\Quan\Zotero\storage\KJ8G6TUA\26_501 - Traffic Accidents.pdf; C:\Users\Quan\Zotero\storage\JUVTBSMJ\27_investigators-crash-report-manual.pdf; C:\Users\Quan\Zotero\storage\4EL54QJK\28_nv_crashform_01_04.pdf; C:\Users\Quan\Zotero\storage\FX7Y2CID\29_NH_Crash_Data_Elements_Mandatory_Fields_sub_4_3_08.pdf; C:\Users\Quan\Zotero\storage\PCZ77EGL\30_NH_Crash_Data_Elements_Mandatory_Fields_sub_4_3_08.pdf; C:\Users\Quan\Zotero\storage\G9BLBS2P\33_dmv349_instruction_manual.pdf; C:\Users\Quan\Zotero\storage\IA5JD7BZ\34_ND_Overlay_DOT2356_rev6_2009_sub11_5_09.pdf; C:\Users\Quan\Zotero\storage\8952SXXW\35_HSY7010.pdf; C:\Users\Quan\Zotero\storage\75C2NC86\36_oklahoma_collision_report_form_instruction_manual_updated_5.pdf; C:\Users\Quan\Zotero\storage\AISC3ERQ\37_DMV_Police_Crash_Inst.pdf; C:\Users\Quan\Zotero\storage\64I6YEF2\38_Pub153.pdf; C:\Users\Quan\Zotero\storage\7W5NGU5F\39_NA.txt; C:\Users\Quan\Zotero\storage\XSJ7T6HV\40_sc_tr310_manual_rev8_2012.pdf; C:\Users\Quan\Zotero\storage\425KKNZW\41_SD-Motor-Vehicle-Traffic-Accident-Reporting-Instruction-Man.pdf; C:\Users\Quan\Zotero\storage\MS9J78K3\42_NA.txt; C:\Users\Quan\Zotero\storage\FPM4FJBI\43_CR100 v24.0.pdf; C:\Users\Quan\Zotero\storage\3ASJFW42\44_ut_di9_manual_revised_8-11.pdf; C:\Users\Quan\Zotero\storage\V284TFKJ\45_VA_FR300M_3_2014.pdf; C:\Users\Quan\Zotero\storage\I8GCKLSK\46_vt_ucrf_guide_version1.5_revmay2014.pdf; C:\Users\Quan\Zotero\storage\EI8JY5AI\47_WA_Crash_Manual_rev3_2011.pdf; C:\Users\Quan\Zotero\storage\TNUGQTNH\48_WV_Crash_DB_Coding_Data_Entry.pdf; C:\Users\Quan\Zotero\storage\96WVS78U\50_WYCrashManual-October2018.pdf; C:\Users\Quan\Zotero\storage\D2242JSQ\eCrashUserManual2022.pdf; C:\Users\Quan\Zotero\storage\7ZHZPDAP\eCrashUserManual2022.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
X3XUDA4T,newspaperArticle,,,MMUCC Update Notice,,,,,,,,10/5/2022 19:01,10/5/2022 19:01,,,,,,,,,,,,,,,,,,,,,,,,C:\Users\Quan\Zotero\storage\FETJB5Z4\MMUCC Update Notice.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XCRSK5YV,document,,,Police Crash Report Forms,,,,,,"Combined police crash report forms, and Tennessee Electronic Traffic Crash Report (obtained from email)",,10/5/2022 18:59,10/5/2022 19:00,,,,,,,,,,,,,,,,,,,,,,,,C:\Users\Quan\Zotero\storage\8A9BPBPW\0_Combined_Officer_Report_form_ALL_09122022.pdf; C:\Users\Quan\Zotero\storage\7R8QI36N\Level3 Blank.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2DX24U4P,document,,,Self Crash report forms,,,,,,Combined self crash report forms for US states,,10/5/2022 18:57,10/5/2022 18:59,,,,,,,,,,,,,,,,,,,,,,,,C:\Users\Quan\Zotero\storage\T5FEEP9Z\0_combined_self_report_forms_ALL.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
396CYGF3,webpage,2022,,Carvana's Legal Counsel Ordered to Appear In Illinois Court,Jalopnik,,,,https://jalopnik.com/carvanas-legal-counsel-ordered-to-appear-in-illinois-co-1849585120,Failure to transfer titles and improper use of temporary tags continue to get the online used car dealership into trouble in the Land of Lincoln.,9/27/2022,9/27/2022 20:21,9/27/2022 20:21,9/27/2022 20:21,,,,,,,,,,,,,,en-us,,,,,,,,,C:\Users\Quan\Zotero\storage\7XYPPHXI\carvanas-legal-counsel-ordered-to-appear-in-illinois-co-1849585120.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VT444DTA,conferencePaper,2022,"Miller, Linda; Koniakowsky, Ina Marie; Kraus, Johannes; Baumann, Martin",The Impact of Expectations about Automated and Manual Vehicles on Drivers’ Behavior: Insights from a Mixed Traffic Driving Simulator Study,Proceedings of the 14th International Conference on Automotive User Interfaces and Interactive Vehicular Applications,978-1-4503-9415-4,,10.1145/3543174.3546837,http://doi.org/10.1145/3543174.3546837,"As drivers’ expectations guide their perception and behavior, violated expectations can lead to mistakes and discomfort. In this work, the role of expectations regarding drivers’ reactions to automated (AVs) and manual vehicles (MVs) was investigated. Interviews were conducted to explore expectations toward AVs and MVs. Then, drivers interacted with AVs and MVs in a multi-agent driving simulator. The vehicles yielded or insisted on the right-of-way, indicated by a lateral offset. Self-report data revealed that drivers expected AVs to drive second (yield) and MVs to drive first (insist) in narrow passages. Driving simulator data showed that driving behavior improved, i.e., faster passing time, higher average speed, and higher lateral position, when AVs yielded and matched drivers’ expectations, compared to MVs that behaved the same way. No improvement was found when MVs (vs. AVs) insisted on the right-of-way. Overall, yielding was evaluated more trustworthy and cooperative than insisting for both vehicle categories.",9/17/2022,9/17/2022 16:40,9/17/2022 16:40,9/17/2022,150–161,,,,,,The Impact of Expectations about Automated and Manual Vehicles on Drivers’ Behavior,AutomotiveUI '22,,,,Association for Computing Machinery,"New York, NY, USA",,,,,,ACM Digital Library,,,,C:\Users\Quan\Zotero\storage\W6EBYYK9\Miller et al. - 2022 - The Impact of Expectations about Automated and Man.pdf,,,Automated vehicles; communication; dHMI; driving behavior; expectations; mixed traffic; narrow passage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BS9Z4252,webpage,,,For Authors | Findings,,,,,https://findingspress.org/article/38291-advanced-driver-assistance-systems-in-top-selling-vehicles-in-the-united-states-cost-vehicle-type-and-trim-level-disparities,"Findings is an interdisciplinary, peer-reviewed, open access journal focused on short, clear, and pointed research results.",,9/15/2022 3:16,9/15/2022 3:16,9/15/2022 3:16,,,,,,,,,,,,,,en,,,,,,,,,C:\Users\Quan\Zotero\storage\QIYXLDUE\38291-advanced-driver-assistance-systems-in-top-selling-vehicles-in-the-united-states-cost-vehi.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S6SVZIZD,webpage,,,MMUCC | NHTSA,,,,,https://www.nhtsa.gov/mmucc-1,,,9/7/2022 19:46,9/7/2022 19:46,9/7/2022 19:46,,,,,,,,,,,,,,en,,Text,,,,,,,C:\Users\Quan\Zotero\storage\RSUZCFHA\mmucc-1.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MRQLGCLE,webpage,2022,,Model Minimum Uniform Crash Criteria (MMUCC) Committee,Federal Register,,,,https://www.federalregister.gov/documents/2022/07/05/2022-14240/model-minimum-uniform-crash-criteria-mmucc-committee,"NHTSA has led the development of the Model Minimum Uniform Crash Criteria (MMUCC) since the first edition was published in 1998. NHTSA announces that it will form a MMUCC Committee to inform the development and revision of the MMUCC Guideline, sixth edition. The MMUCC Committee's objectives are:...",7/5/2022,9/7/2022 16:10,9/7/2022 16:10,9/7/2022 16:10,,,,,,,,,,,,,,,,,,,,,,,C:\Users\Quan\Zotero\storage\KY4HZPPA\model-minimum-uniform-crash-criteria-mmucc-committee.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NKDP89DU,document,,,Texas Peace Officer's Crash Report (Form CR-3 1/1/2018),,,,,,,,9/7/2022 2:06,9/7/2022 2:06,,,,,,,,,,,,,,,,,,,,,,,,C:\Users\Quan\Zotero\storage\3KNQELA7\CR-3_2018_copy.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GLIUUG36,document,,,Texas Peace Officer's Crash Report - Code Sheet,,,,,,,,9/7/2022 2:05,9/7/2022 2:05,,,,,,,,,,,,,,,,,,,,,,,,C:\Users\Quan\Zotero\storage\5AX589C8\Texas Peace Officer's Crash Report - Code Sheet.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QYFK5I2H,document,,,Police Officer Training - CRASH system,,,,,,,,9/7/2022 2:05,9/7/2022 2:05,,,,,,,,,,,,,,,,,,,,,,,,C:\Users\Quan\Zotero\storage\WPGD69U2\8-Welcome-to-CRASH-March-2018.pptx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KR579XYG,document,,,INSTRUCTIONS TO POLICE FOR REPORTING CRASHES,,,,,,,,9/7/2022 1:59,9/7/2022 1:59,,,,,,,,,,,,,,,,,,,,,,,,C:\Users\Quan\Zotero\storage\5XD4EBTF\INSTRUCTIONS TO POLICE FOR REPORTING CRASHES.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P8XIAMSU,webpage,2022,,Course Curriculum Materials and Updates | Texas Commission on Law Enforcement,,,,,http://www.tcole.texas.gov/content/course-curriculum-materials-and-updates-0,,9/6/2022,9/22/2021 15:21,9/7/2022 1:55,5/17/2021 0:43,,,,,,,,,,,,,,,,,,,,,,,C:\Users\Quan\Zotero\storage\VG8FNAGR\2022 - Course Curriculum Materials and Updates  Texas Co.html; C:\Users\Quan\Zotero\storage\MZP2T3B3\2022 - Course Curriculum Materials and Updates  Texas Co.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ANP37VVM,webpage,,,Bipartisan Infrastructure Bill includes new safety mandates for auto industry,JD Supra,,,,https://www.jdsupra.com/legalnews/bipartisan-infrastructure-bill-includes-3175735/,"The Infrastructure Investment and Jobs Act, H.R. 3684 (117), was signed into law by President Biden on November 15, 2021. In addition to $550 billion ...",,9/6/2022 16:38,9/6/2022 16:38,9/6/2022 16:38,,,,,,,,,,,,,,en,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Z8LBFGNS,webpage,2021,NHTSA,Driver Assistance Technologies,,,,,https://www.nhtsa.gov/equipment/driver-assistance-technologies,,5/16/2021,9/22/2021 15:21,9/3/2022 18:11,5/16/2021 17:44,,,,,,,,,,,,,,,,,,,,,,,C:\Users\Quan\Zotero\storage\Y6JGIL5Y\driver-assistance-technologies.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5RUFEXVU,webpage,2021,"DeFazio, Peter A.",Text - H.R.3684 - 117th Congress (2021-2022): Infrastructure Investment and Jobs Act,,,,,http://www.congress.gov/,Text for H.R.3684 - 117th Congress (2021-2022): Infrastructure Investment and Jobs Act,11/15/2021,9/3/2022 16:23,9/3/2022 16:23,9/3/2022 16:23,,,,,,,Text - H.R.3684 - 117th Congress (2021-2022),,,,,,,eng,Text is government work,legislation,,,,,Archive Location: 2021/2022,,C:\Users\Quan\Zotero\storage\5DRSUE3K\text.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KSCR4SSW,webpage,,NHTSA,Ratings | NHTSA,,,,,https://www.nhtsa.gov/ratings,"NHTSA's 5-Star Safety Ratings help you make smart decisions about safety when buying a car. Compare vehicles, and search car seat and tire ratings.",,9/3/2022 16:21,9/3/2022 16:21,9/3/2022 16:21,,,,,,,,,,,,,,en,,Text,,,,,,,C:\Users\Quan\Zotero\storage\64CIQRQN\ratings.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A8UPA5QF,webpage,,Euro NCAP,The Ratings Explained | Euro NCAP,,,,,https://www.euroncap.com:443/en/vehicle-safety/the-ratings-explained/,Euro NCAP's safety rating is based on assessment in 4 areas: Adult protection; Child protection; Pedestrian protection and Safety Assist.,,9/3/2022 16:20,9/3/2022 16:21,9/3/2022 16:20,,,,,,,,,,,,,,en,,,,,,,,,C:\Users\Quan\Zotero\storage\QI563BWK\the-ratings-explained.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8DL8854F,webpage,,Japan NCAP,Information of Japan New Car Assessment Program｜National agency for Automotive Safety & Victim's Aid,,,,,https://www.nasva.go.jp/mamoru/en/about/about.html#01,,,9/3/2022 16:19,9/3/2022 16:19,9/3/2022 16:19,,,,,,,,,,,,,,,,,,,,,,,C:\Users\Quan\Zotero\storage\RQZ8S7LR\about.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7MG7VJ2Z,webpage,2016,IIHS,Front crash prevention slashes police-reported rear-end crashes,IIHS-HLDI crash testing and highway safety,,,,https://www.iihs.org/news/detail/front-crash-prevention-slashes-police-reported-rear-end-crashes,"Both autobrake and forward collision warning are helping drivers avoid a pitfall of driving on congested roads, an IIHS study shows.",1/28/2016,9/3/2022 16:12,9/3/2022 16:17,9/3/2022 16:12,,,,,,,,,,,,,,en,,,,,,,,,C:\Users\Quan\Zotero\storage\NFPZIJ9C\front-crash-prevention-slashes-police-reported-rear-end-crashes.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WEY59L7F,webpage,,,AEB Car-to-Car | Euro NCAP,,,,,https://www.euroncap.com:443/en/vehicle-safety/the-ratings-explained/safety-assist/aeb-car-to-car/,In AEB Car-to-Car Euro NCAP assess the functionality of AEB systems at low speeds (AEB City) but also at highway speeds (AEB Interurban).,,9/3/2022 16:09,9/3/2022 16:09,9/3/2022 16:08,,,,,,,,,,,,,,en,,,,,,,,,C:\Users\Quan\Zotero\storage\9ZZQ4I84\aeb-car-to-car.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DBZKBX6I,webpage,,,Standing General Order on Crash Reporting | NHTSA,,,,,https://www.nhtsa.gov/laws-regulations/standing-general-order-crash-reporting,NHTSA has issued a General Order requiring the reporting of crashes involving automated driving systems or Level 2 advanced driver assistance systems.,,8/30/2022 17:22,8/30/2022 17:22,8/30/2022 17:22,,,,,,,,,,,,,,en,,Text,,,,,,,C:\Users\Quan\Zotero\storage\Z2FHPTCT\standing-general-order-crash-reporting.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WD7BK4S2,conferencePaper,2015,"Berger, Christian; Block, Delf; Hons, Christian; Kühnel, Stefan; Leschke, André; Plotnikov, Dimitri; Rumpe, Bernhard",Large-Scale Evaluation of an Active Safety Algorithm with EuroNCAP and US NCAP Scenarios in a Virtual Test Environment – An Industrial Case Study,2015 IEEE 18th International Conference on Intelligent Transportation Systems,,,10.1109/ITSC.2015.368,,"Context: Recently, test protocols from organizations like European New Car Assessment Programme (EuroNCAP) were extended to also cover active safety systems. Objective: The official EuroNCAP test protocol for Autonomous Emergency Braking (AEB)/Forward Collision Warning (FCW) systems explicitly defines to what extent a Vehicle-Under-Test (VUT) is allowed to vary in its lateral position. In addition, the United States New Car Assessment Programme (US NCAP) test protocol has broader tolerance ranges. The goal for automotive OEMs is to understand the impact of such allowed variations on a the overall vehicle's performance. Method: A simulation-based approach is outlined that allows systematic, large-scale analysis of such influences to effectively plan time-consuming and resource-intense real-world vehicle tests. Our models allow a profound analysis of an AEB algorithm by modeling and conducting more than 3,000 simulation runs with EuroNCAP's dynamic CCRm and CCRb scenarios including those with adopted USNCAP parameters. Results: Our structured analysis of such test procedures involving dynamic actors is the first of its kind in a relevant industrial setting. Several anomalies were unveiled under US NCAP conditions to support real-world test runs. Hence, we could show that the proposed method supports all possible scenarios in AEB consumer tests and scales as we had to timely process approx. 7.7GB of simulation data. Conclusion: To achieve the expected performance and to study a system's behavior in potential misuse cases from a functional point of view, large scale, model-based simulations complement traditional testing on proving ground.",2015-09,8/30/2022 17:07,8/30/2022 17:07,,2280-2286,,,,,,,,,,,,,,,,,,IEEE Xplore,,ISSN: 2153-0017,,C:\Users\Quan\Zotero\storage\Y42AY7KZ\7313460.html; C:\Users\Quan\Zotero\storage\IPLGD7DL\Berger et al. - 2015 - Large-Scale Evaluation of an Active Safety Algorit.pdf,,,Safety; Vehicles; Vehicle dynamics; Data models; Protocols; Systematics; Trajectory,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015 IEEE 18th International Conference on Intelligent Transportation Systems,,,,,,,,,,,,,,,
RPNY4RLH,webpage,2022,,NHTSA pushes ‘powerful tool' to advance safety features,Automotive News,,,,https://www.autonews.com/regulation-safety/nhtsa-pushes-powerful-tool-advance-safety-features,"NHTSA is renewing its push to update its New Car Assessment Program, a consumer evaluation effort that experts say could advance safety features.",4/1/2022,8/30/2022 17:07,8/30/2022 17:07,8/30/2022 17:07,,,,,,,,,,,,,,en,,,,,,,Section: Regulation & Safety,,C:\Users\Quan\Zotero\storage\TT6D788Y\nhtsa-pushes-powerful-tool-advance-safety-features.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DLZT7P47,magazineArticle,2022,"LaForest, Audrey",NCAP 'powerful tool' to advance safety features,Automotive News,,0005-1551,,,"Byline: Audrey LaForest A renewed effort by NHTSA to significantly update its consumer-facing new-vehicle evaluation program could advance safety features and drive innovation, safety advocates and tech experts say. The [...]",4/4/2022,8/30/2022 17:05,8/30/2022 17:05,,42,,7032,96,,,,,,,,,,,,,,,EBSCOhost,,"Publisher: Crain Communications, Inc.",,,https://search.ebscohost.com/login.aspx?direct=true&db=edsinc&AN=edsinc.A699707735&site=eds-live&scope=site&authtype=shib&custid=s8516548&scope=cite,,"Automobile equipment and supplies industry -- Laws, regulations and rules; Automobile industry; Business; Government regulation; United States; United States. National Highway Traffic Safety Administration -- Laws, regulations and rules",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NVVST56F,blogPost,2020,"Rangam, Kartik",Global NCAP vs ASEAN NCAP vs Euro NCAP vs BNVSAP | Explained,The GoMechanic Blog,,,,https://gomechanic.in/blog/global-vehicle-safety-assessment-programs-explained/,With more and more people learning about cars and its features the demand for safer cars is increasing. Lets look at a few NCAP and comapre them.,9/25/2020,8/30/2022 17:01,8/30/2022 17:01,8/30/2022 17:01,,,,,,,,,,,,,,en-US,,,,,,,,,C:\Users\Quan\Zotero\storage\2CGMXG2R\global-vehicle-safety-assessment-programs-explained.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3NXNGDCZ,webpage,,,Safety and Regulatory Considerations of Advanced Driver Assistance Systems (ADAS),,,,,https://www.americanbar.org/groups/tort_trial_insurance_practice/committees/automobile-litigation/safety_regulatory_considerations/,"Advanced driver assistance systems (ADAS) technologies are becoming increasingly available on new vehicles. These systems, such as forward-collision warning (FCW) and automatic emergency braking (AEB), are designed to provide warnings and/ or features that assist the driver with the driving task.",,7/23/2022 19:05,7/23/2022 19:05,7/23/2022 19:05,,,,,,,,,,,,,,en,,,,,,,,,C:\Users\Quan\Zotero\storage\DPGE2NCV\safety_regulatory_considerations.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MVXUIE9C,book,2021,"Joseph, Lentin; Mondal, Amit Kumar","Autonomous Driving and Advanced Driver-Assistance Systems (ADAS): Applications, Development, Legal Issues, and Testing",,978-1-00-048377-2,,,,"Autonomous Driving and Advanced Driver-Assistance Systems (ADAS): Applications, Development, Legal Issues, and Testing outlines the latest research related to autonomous cars and advanced driver-assistance systems, including the development, testing, and verification for real-time situations of sensor fusion, sensor placement, control algorithms, and computer vision. Features:   Co-edited by an experienced roboticist and author and an experienced academic   Addresses the legal aspect of autonomous driving and ADAS   Presents the application of ADAS in autonomous vehicle parking systems  With an infinite number of real-time possibilities that need to be addressed, the methods and the examples included in this book are a valuable source of information for academic and industrial researchers, automotive companies, and suppliers.",12/15/2021,7/23/2022 19:02,7/23/2022 19:02,,,540,,,,,Autonomous Driving and Advanced Driver-Assistance Systems (ADAS),,,,,CRC Press,,en,,,,,Google Books,,Google-Books-ID: uEdOEAAAQBAJ,,,https://www.google.com/books?id=uEdOEAAAQBAJ,,Computers / Computer Engineering; Computers / Machine Theory; Computers / Programming / Games; Mathematics / Arithmetic; Technology & Engineering / Robotics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YUB958AZ,report,2016,"Fulton, Nathan; Ji, Ran; Platzer, Andre; Carnegie-Mellon University. Technologies for Safe and Efficient Transportation University Transportation Center; University of Pennsylvania",Proving autonomous vehicle and advanced driver assistance systems safety : final research report.,,,,,https://rosap.ntl.bts.gov/view/dot/31300,The main objective of this project was to provide technology for answering,2/15/2016,7/23/2022 19:02,7/23/2022 19:02,7/23/2022 19:02,,,,,,,Proving autonomous vehicle and advanced driver assistance systems safety,,,,,,,English,,,,,ROSA P,dot:31300,,,C:\Users\Quan\Zotero\storage\YK6P4PD9\Fulton et al. - 2016 - Proving autonomous vehicle and advanced driver ass.pdf,,,Autonomous land vehicles; Driver support systems; Highway safety; Highways; Intelligent vehicles; Motorist aid systems; safety and human factors; Vehicles and equipment; Verification,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YSUNALGM,webpage,,,advanced driver assistance: Topics by Science.gov,,,,,https://www.science.gov/topicpages/a/advanced+driver+assistance,,,7/23/2022 19:01,7/23/2022 19:01,7/23/2022 19:01,,,,,,,,,,,,,,,,,,,,,,,C:\Users\Quan\Zotero\storage\A6UY8VFL\advanced+driver+assistance.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
